internal_sku,squarespace_product,squarespace_variant,squarespace_sku,quickbooks_item,tannage,color,weight,product_type,needs_qb_item,needs_review
VIR-VAC-COB-34,Virgilio • Vachetta,Cobalto - 3-4 oz (1.2-1.6 mm),SQ4645556,Vachetta Box Cobalto 3.5-4 oz,Vachetta,Cobalto,3-4,full_hide,,
HOR-MON-BLK-56,Horween • Montana,Black - 5-6 oz (2.0 –  2.4 mm),SQ7261435,Bison Montana Black 5-6 oz,Montana,Black,5-6,full_hide,,
HOR-CAV-ESP-56,"Horween Espresso Cavalier, 5-6 oz",,SQ4790267,Cavalier Espresso 4-5 oz,Cavalier,Espresso,5-6,full_hide,,Y
VIR-VAC-OLM-34,Virgilio • Vachetta,Olmo - 3-4 oz (1.2-1.6 mm),SQ8546011,Vachetta Box Olmo 3.5-4 oz,Vachetta,Olmo,3-4,full_hide,,
HOR-DUB-GOL-56,Horween • Dublin,Golf Green - 5-6 oz (2.0 –  2.4 mm),SQ3118868,Rockford Dublin Golf Green 5-6,Dublin,Golf Green,5-6,full_hide,,
HOR-CHX-NAT-56,Horween • Waxed Flesh Chromexcel®,Natural - 5-6 oz,SQ0361433,*Natural Aniline Chrxl 4.5-5oz,Chromexcel,Natural,5-6,full_hide,,
OND-SMP-MET,Onda Verde Swatch Books,Metal Antique Calf,SQ5021668,Sample Book - Metal Antique Cal,Metal Antique,,,sample_book,,
LES-SMP,Les Rives Swatch Books,Master,SQ6743276,Sample Book - Les Rives Master,,,,sample_book,,
HOR-GLO-NAV,Horween • Grand Slam Baseball Glove,Navy,SQ7717255,MISCELLANOUS LEATHER,Glove,Navy,,full_hide,Y,
UNKNOWN,Tannery Row • Cotton T-Shirt,L - Graphite,SQ1469763,,,,,merchandise,,
ACC,30mm Bourbon Cordovan Belt,40 - Increase Pant Size by 2 for Belt Size - Brass,SQ0509471,Commission,,,,accessory,,
TUS-MAR-FLI,Tusting & Burnett • Marsh,Flint,SQ7808223,T & B Marsh Flint 4 oz,Marsh,Flint,,full_hide,,
HOR-PRD-STE-56,Horween • Predator,Steel - 5-6oz,SQ5208520,,Predator,Steel,5-6,merchandise,,
UNKNOWN,Leather Scrap Box,4 Boxes (20lbs),SQ0382569,Scrap Leather,,,,scrap,,
SPL-BOM-GAR-3436,Splenda • BOM,Garden - 3.4-3.6 mm (8.5-9 oz),SQ9981435,"Splenda BOM - Garden, 8.5-9 oz",BOM,Garden,3.4-3.6,full_hide,,Y
OND-MON-VIT,Onda Verde • Monroe Calf,Side (12-15 square feet) - Vittoria (Blue),SQ1134300,Monroe Calf Vittoria 2.5-3 oz,Monroe Calf,Vittoria,,full_hide,,
WAL-BUT-335,Conceria Walpier • Buttero,No Resin - #9 Red - 3-3.5 oz (1.2-1.4 mm),SQ1616081,Buttero #100 Black (Res) 3-3.5,Buttero,,3-3.5,full_hide,,
WAL-BUT-BLK-657,Conceria Walpier • Buttero,No Resin - Black - 6.5-7 oz (2.6-2.8 mm),SQ8015226,Buttero #100 Black (Res) 6.5-7,Buttero,Black,6.5-7,full_hide,,
VIR-SMO-45,Virgilio • Smoked Matte,Seppia - 4-5 oz (1.6-2 mm),SQ6801008,Smoked Matte  Alloro 4.5-5 oz,Smoked Matte,,4-5,full_hide,,
GRE,Tannery Row • Cotton T-Shirt,XL - Green,SQ5846966,,,Green,,merchandise,,
TEM-ELB-1012,Tempesti • Elbamatt Liscio Lux,Piombo - 1.0  - 1.2 mm (2.5-3 oz),SQ2120859,*Elbamatt Liscio 1.0-1.2..,Elbamatt,,1.0-1.2,full_hide,,
HOR-CAV-INK-34,"Horween Ink Washed Cavalier, 3-4 oz",,SQ7233624,Cavalier Ink 3.5-4 oz,Cavalier,Ink,3-4,full_hide,,
HOR-PNL-ESX-ENG-34,Horween Essex Leather Panels,1’ Panel (12”x12”) - English Tan - 3-4 oz (1.2-1.6 mm),SQ6611257,Panel Essex English Tan 3.5-4,Essex,English Tan,3-4,panel,,
TEM-MAI-455,Tempesti • Maine Liscio,Fiesta - 1.8 - 2.0 (4.5-5 oz),SQ2420134,Maine Eco Lux Avocado 4.5-5 oz,Maine,,4.5-5,full_hide,,
CFS-RAM-WIN-455,C.F. Stead • Rambler,Winter Smoke - 4.5-5oz (1.8-2 mm),SQ6503277,Rambler Winter Smoke,Rambler,Winter Smoke,4.5-5,full_hide,,
TUS-SOK-TAN,Tusting & Burnett • Sokoto Dip Dye,Yellow Tan,SQ6718748,T & B Sokoto Dip Yellow Tan 3-4,Sokoto,Tan,,full_hide,,
ACC-ROC-BRN,Tulliani Belts • Clark Street,34 - Brown Rocky #7,SQ5406233,Commission,Rocky,Brown,,accessory,,
VIR-VAC-GIR-45,Virgilio • Vachetta Box,Girasole - 4-5 oz (1.6-2 mm),SQ9589552,Vachetta Box Girasole 3.5-4 oz,Vachetta,Girasole,4-5,full_hide,,
ACC-BUR,Saphir • Pâte de Luxe Wax Polish,Burgundy,SQ3752965,Saphir Pate de Luxe,,Burgundy,,accessory,,
TEM-MAI-455,Tempesti • Maine Liscio,Violet - 1.8 - 2.0 (4.5-5 oz),SQ2393332,Maine Eco Lux Avocado 4.5-5 oz,Maine,,4.5-5,full_hide,,
HOR-PNL-DUB-NUT-56,Horween Dublin Leather Panels,1’ Panel (12”x12”) - Brown Nut - 5-6 oz (2-2.4 mm),SQ9020077,Panel Dublin Brown Nut 5-6 oz,Dublin,Brown Nut,5-6,panel,,
SPL-ATL-LON-555,Splenda • Atlanta,London - 5-5.5 oz (2-2.2mm),SQ0165099,MISCELLANOUS LEATHER,Atlanta,London,5-5.5,full_hide,Y,
VIR-SMO-CAS-34,Virgilio • Smoked Matte,Castagna - 3-4 oz (1.2-1.6 mm),SQ0777420,Smoked Matte Castagna 3-3.5 oz,Smoked Matte,Castagna,3-4,full_hide,,
VIR-SMO-34,Virgilio • Smoked Matte,Mandarino - 3-4 oz (1.2-1.6 mm),SQ5818843,Smoked Matte  Alloro 3-3.5 oz,Smoked Matte,,3-4,full_hide,,
VIR-VAC-GIR-34,Virgilio • Vachetta Box,Girasole - 3-4 oz (1.2-1.6 mm),SQ1938931,Vachetta Box Girasole 3.5-4 oz,Vachetta,Girasole,3-4,full_hide,,
VIR-VAC-TOP-34,Virgilio • Vachetta,Topo - 3-4 oz (1.2-1.6 mm),SQ6131266,Vachetta Box Topo 3.5-4 oz,Vachetta,Topo,3-4,full_hide,,
VIR-VAC-34,Virgilio • Vachetta Box,Mandarino - 3-4 oz (1.2-1.6 mm),SQ1361681,Vachetta Alloro 3-3.5 oz,Vachetta,,3-4,full_hide,,
SPL-SOL-1251375,Splenda • Sole Bends,12.5-13.75 oz (5-5.5 mm),SQ1605337,MISCELLANOUS LEATHER,Sole Bends,,12.5-13.75,full_hide,Y,
VIR-MAR-COB-34,Virgilio • Margot Fog,Cobalto - 3-4 oz (1.2-1.6 mm),SQ7308584,Margot Cobalto 3-3.5 oz,Margot,Cobalto,3-4,full_hide,,
VIR-VAC-COB-45,Virgilio • Vachetta Box,Cobalto - 4-5 oz (1.6-2 mm),SQ7175404,Vachetta Box Cobalto 3.5-4 oz,Vachetta,Cobalto,4-5,full_hide,,
VIR-VAC-TOP-45,Virgilio • Vachetta Box,Topo - 4-5 oz (1.6-2 mm),SQ4466182,Vachetta Box Topo 3.5-4 oz,Vachetta,Topo,4-5,full_hide,,
VIR-VAC-45,Virgilio • Vachetta Box,Seppia - 4-5 oz (1.6-2 mm),SQ3151825,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
VIR-SMO-CAS-45,Virgilio • Smoked Matte,Castagna - 4-5 oz (1.6-2 mm),SQ3767053,Smoked Matte Castagna 4.5-5 oz,Smoked Matte,Castagna,4-5,full_hide,,
VIR-SMO-45,Virgilio • Smoked Matte,Turchese - 4-5 oz (1.6-2 mm),SQ0515567,Smoked Matte  Alloro 4.5-5 oz,Smoked Matte,,4-5,full_hide,,
VIR-MAR-CAS-34,Virgilio • Margot,Castagna - 3-4 oz (1.2-1.6 mm),SQ2505229,Margot Castagna 3-3.5 oz,Margot,Castagna,3-4,full_hide,,
VIR-MAR-LIL-34,Virgilio • Margot,Lilla - 3-4 oz (1.2-1.6 mm),SQ1515846,Margot Fog Lilla 3-3.5 oz,Margot,Lilla,3-4,full_hide,,
HOR-LAT-RIO-56,Horween • Latigo,5-6 oz (2.0 –  2.4 mm) - Rio,SQ6356622,Aniline Latigo Rio 5-6 oz,Latigo,Rio,5-6,full_hide,,
HOR-CHX-BRN-45,Horween • Washed Chromexcel®,Brown Roughneck Print with Tipped Effect - 4-5 oz (1.6-2 mm),SQ4035175,*Brown Chrxl 4-4.5oz.,Chromexcel,Brown,4-5,full_hide,,
HOR-CHX-DAR-56,Horween • Waxed Flesh Chromexcel®,5-6 oz - Dark Brown,SQ2282537,*Brown Chromexcel 5.5-6oz.,Chromexcel,Dark Brown,5-6,full_hide,,
HOR-CHR-BLK,Horween • Chromepak,Black,SQ2292687,Chromepak Black 10-15 oz,Chromepak,Black,,full_hide,,
HOR-PNL-ESX-BLK-34,Horween Essex Leather Panels,Black - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ5668441,Panel Essex Black 3.5-4 oz,Essex,Black,3-4,panel,,
WAL-TUS-COG-657,Conceria Walpier • Tuscany,Single Shoulder (7-8.5 sf) - Cognac #23 - 6.5-7 oz (2.6-2.8 mm),SQ9963702,Tuscany #23 Cognac 6.5-7 oz,Tuscany,Cognac,6.5-7,full_hide,,
HOR-PNL-CAV-WHI-56,Horween Cavalier Chromexcel® Leather Panels,2’ Panel (12”x24”) - Whiskey - 5-6 oz (2-2.4 mm),SQ4002518,Panel Cavalier Whiskey 5-6 oz,Cavalier Chromexcel,Whiskey,5-6,panel,,
HOR-PNL-CAV-LON-56,Horween Cavalier Chromexcel® Leather Panels,2’ Panel (12”x24”) - London Bus Red - 5-6 oz (2-2.4 mm),SQ1865911,MISCELLANOUS LEATHER,Cavalier Chromexcel,London Bus Red,5-6,panel,Y,
SOF-WHI-335,Italian Softee,White - 3-3.5 oz (1.2-1.4 mm),SQ0029791,,Softee,White,3-3.5,merchandise,,
TEM-ELB-NAV-455,Tempesti • Elbamatt Liscio,Navy - 1.8 - 2.0 (4.5-5 oz),SQ6460357,Elbamatt Liscio Navy 4.5-5 oz,Elbamatt,Navy,4.5-5,full_hide,,
HOR-CHX-BLK-34,"Horween Black Waxed Flesh Chromexcel, 3-4 oz",,SQ9861445,*Black Chrxl 4-5 oz,Chromexcel,Black,3-4,full_hide,,
HOR-STR-RUS-9+,Horween • Russet Horsehide Strips,9+ oz - Hard Rolled Strips,SQ6941548,Russet Strips HR 9 oz and up,Russet Horsehide,,9+,strips,,
HOR-STR-RUS-79,Horween • Russet Horsehide Strips,7-9 oz - Hard Rolled Strips,SQ0000842,Russet Strips HR 7-9 oz,Russet Horsehide,,7-9,strips,,
HOR-CAV-LOL-45,"Horween Lollipop Red Cavalier, 4-5 oz (1.6-2.0 mm)",,SQ4859847,Cavalier Lollipop Red 3.5-4 oz,Cavalier,Lollipop Red,4-5,full_hide,,
HOR-CAV-LOL-45,"Horween Lollipop Red Cavalier, 4-5 oz",,SQ4859847,Cavalier Lollipop Red 3.5-4 oz,Cavalier,Lollipop Red,4-5,full_hide,,
HOR-LAT-BRN-34,"Horween Brown Polished Latigo, 3-4 oz",,SQ1077071,Anil Latigo Italian Brown 3-3.5,Latigo,Brown,3-4,full_hide,,
HOR-STR-RUS-79,Horween • Russet Horsehide Strips,7-9 oz - Soft Rolled Strips,SQ2005059,Russet Strips SR 7-9 oz,Russet Horsehide,,7-9,strips,,
SPL-CLA-COG-354,Splenda • Classic,Cognac - 3.5-4 oz (1.4-1.6mm),SQ1188284,Splenda Classic Cognac 3.5-4 oz,Classic,Cognac,3.5-4,full_hide,,
WAL-BUT-COG-335,Conceria Walpier • Buttero,No Resin - #23 Cognac - 3-3.5 oz (1.2-1.4 mm),SQ6516014,Buttero #23 Cognac (Res) 3-3.5,Buttero,Cognac,3-3.5,full_hide,,
HOR-MON-NAV,Horween • Montana Bison,Navy,SQ6265418,MISCELLANOUS LEATHER,Montana,Navy,,full_hide,Y,
HOR-PNL-CHX-BUR-34,Horween Chromexcel® Leather Panels,"Burgundy - 1' Panel (12""x12"") - 3-4 oz (1.2-1.6 mm)",SQ4631709,Panel Chrxl Burgundy 3.5-4 oz,Chromexcel,Burgundy,3-4,panel,,
HOR-PNL-DUB-LIG-34,Horween Dublin Leather Panels,Light Natural - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ7453146,Panel Dublin Lt Nat 3.5-4 oz,Dublin,Light Natural,3-4,panel,,
HOR-PNL-DRB-OLD-56,Horween Derby Leather Panels,Olde English - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ6433096,Panel Derby Olde Eng 5-6 oz,Derby,Olde English,5-6,panel,,
HOR-PNL-DRB-ENG-34,Horween Derby Leather Panels,English Tan - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ1170873,Panel Derby English T 3.5-4 oz,Derby,English Tan,3-4,panel,,
HOR-PNL-DRB-NAT-34,Horween Derby Leather Panels,Natural - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ6529218,Panel Derby Natural 3.5-4 oz,Derby,Natural,3-4,panel,,
HOR-PNL-DRB-OLD-34,Horween Derby Leather Panels,Olde English - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ1316385,Panel Derby Olde Eng 3.5-4 oz,Derby,Olde English,3-4,panel,,
HOR-PNL-CHX-NAV-56,Horween Chromexcel® Leather Panels,"Navy - 2' Panel (12""x24"") - 5-6 oz (2-2.4 mm)",SQ1566283,Panel Chrxl Navy 5-6 oz,Chromexcel,Navy,5-6,panel,,
HOR-PNL-DRB-NAT-56,Horween Derby Leather Panels,Natural - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ6147646,Panel Derby Natural 5-6 oz,Derby,Natural,5-6,panel,,
HOR-PNL-DUB-OLD-34,Horween Dublin Leather Panels,Olde English - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ5172253,Panel Dublin Olde Eng 3.5-4 oz,Dublin,Olde English,3-4,panel,,
HOR-STR-RUS-79,Horween • Russet Horsehide Strips Stained Bundles,Regular - 7-9oz - Soft Rolled Strips,SQ1842162,Russet Strips SR 7-9 oz,Russet Horsehide,,7-9,strips,,
HOR-PNL-DUB-NAT-56,Horween Dublin Leather Panels,Natural - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ7498785,Panel Dublin Natural 5-6 oz,Dublin,Natural,5-6,panel,,
HOR-PNL-DUB-NAT-56,Horween Dublin Leather Panels,Natural - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ4618689,Panel Dublin Natural 5-6 oz,Dublin,Natural,5-6,panel,,
HOR-PNL-DUB-ENG-56,Horween Dublin Leather Panels,English Tan - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ5122473,Panel Dublin English T 5-6 oz,Dublin,English Tan,5-6,panel,,
HOR-PNL-DUB-NUT-56,Horween Dublin Leather Panels,Brown Nut - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ6855818,Panel Dublin Brown Nut 5-6 oz,Dublin,Brown Nut,5-6,panel,,
HOR-PNL-DUB-NUT-34,Horween Dublin Leather Panels,Brown Nut - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ4056818,Panel Dublin Brown Nut 3.5-4 oz,Dublin,Brown Nut,3-4,panel,,
HOR-PNL-DUB-LIG-34,Horween Dublin Leather Panels,Light Natural - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ7275452,Panel Dublin Lt Nat 3.5-4 oz,Dublin,Light Natural,3-4,panel,,
HOR-PNL-DUB-OLD-34,Horween Dublin Leather Panels,Olde English - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ1826435,Panel Dublin Olde Eng 3.5-4 oz,Dublin,Olde English,3-4,panel,,
HOR-PNL-DUB-ENG-34,Horween Dublin Leather Panels,English Tan - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ8194798,Panel Dublin English T 3.5-4 oz,Dublin,English Tan,3-4,panel,,
ARA-ABI,Arazzo Abilene Upholstery Leather,Mouse,SQ6760365,Arazzo Abilene 1.3-1.5 mm,Abilene,,,full_hide,,
HOR-CHX-BLK-45,Horween • Washed Chromexcel®,Black - 4-5 oz (1.6-2 mm),SQ1612164,*Black Chrxl 4-5 oz,Chromexcel,Black,4-5,full_hide,,
HOR-PNL-CHX-NAV-34,Horween Chromexcel® Leather Panels,"Navy - 2' Panel (12""x24"") - 3-4 oz (1.2-1.6 mm)",SQ8333608,Panel Chrxl Navy 3.5-4 oz,Chromexcel,Navy,3-4,panel,,
HOR-PNL-DUB-NUT-56,Horween Dublin Leather Panels,Brown Nut - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ9020077,Panel Dublin Brown Nut 5-6 oz,Dublin,Brown Nut,5-6,panel,,
SPL-ATL-LON-555,Splenda • Atlanta,5-5.5 oz (2-2.2mm) - London,SQ0165099,MISCELLANOUS LEATHER,Atlanta,London,5-5.5,full_hide,Y,
HOR-STR-RUS-9+,Horween • Russet Horsehide Strips,9+ oz - Soft Rolled Strips,SQ3405217,Russet Strips SR 9 oz and up,Russet Horsehide,,9+,strips,,
ACC,32mm Color 8 Cordovan Belt,Size 38 - Brass - Increase Pant Size by 2 for Belt Size,SQ1187887,Commission,,,,accessory,,
ACC,32mm Color 8 Cordovan Belt,Size 34 - Brass - Increase Pant Size by 2 for Belt Size,SQ1512920,Commission,,,,accessory,,
HOR-PNL-DUB-NAT-34,Horween Dublin Leather Panels,Natural - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ1967451,Panel Dublin Natural 3.5-4 oz,Dublin,Natural,3-4,panel,,
OND-MET-BRN,Onda Verde • Metal Antique Calf,Side (14-18 square feet) - Corcovado (Brown),SQ5613843,MISCELLANOUS LEATHER,Metal Antique,Brown,,full_hide,Y,
HOR-PNL-DUB-BLK-34,Horween Dublin Leather Panels,Black - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ9639473,Panel Dublin Black 3.5-4 oz,Dublin,Black,3-4,panel,,
HOR-PNL-CHX-NAV-34,Horween Chromexcel® Leather Panels,"Navy - 1' Panel (12""x12"") - 3-4 oz (1.2-1.6 mm)",SQ2538018,Panel Chrxl Navy 3.5-4 oz,Chromexcel,Navy,3-4,panel,,
HOR-PNL-DUB-ENG-34,Horween Dublin Leather Panels,English Tan - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ1391558,Panel Dublin English T 3.5-4 oz,Dublin,English Tan,3-4,panel,,
HOR-PNL-DUB-NAT-34,Horween Dublin Leather Panels,Natural - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ4292153,Panel Dublin Natural 3.5-4 oz,Dublin,Natural,3-4,panel,,
HOR-PNL-DUB-BLK-56,Horween Dublin Leather Panels,Black - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ2805705,Panel Dublin Black 5-6 oz,Dublin,Black,5-6,panel,,
HOR-PNL-DUB-LIG-56,Horween Dublin Leather Panels,Light Natural - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ5850507,Panel Dublin Lt Nat 5-6 oz,Dublin,Light Natural,5-6,panel,,
NUB-354,Italian Nubuck,3.5 - 4 oz. - Blush,SQ6238611,Italian Nubuck Aubergine,Nubuck,,3.5-4,full_hide,,
VIR-MAR-SIE-45,Virgilio • Margot,Siena - 4-5 oz (1.6-2 mm),SQ1412384,Margot Fog Siena 4.5-5 oz,Margot,Siena,4-5,full_hide,,
NUB-354,Italian Nubuck,3.5 - 4 oz. - Aubergine,SQ0031279,Italian Nubuck Aubergine,Nubuck,,3.5-4,full_hide,,
HOR-STR-RUS-79,Horween • Russet Horsehide Strips Stained Bundles,Regular - 7-9oz - Hard Rolled Strips,SQ7572557,Russet Strips HR 7-9 oz,Russet Horsehide,,7-9,strips,,
HOR-PNL-CHX-BUR-56,Horween Chromexcel® Leather Panels,"Burgundy - 1' Panel (12""x12"") - 5-6 oz (2-2.4 mm)",SQ0766922,Panel Chrxl Burgundy 5-6 oz,Chromexcel,Burgundy,5-6,panel,,
WAL-ACC-ROC-BLK,"Conceria Walpier • Rocky, Belt Weight",Black,SQ1194568,Commission,Rocky,Black,,accessory,,
HOR-PNL-ESX-BLK-56,Horween Essex Leather Panels,Black - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ0793858,Panel Essex Black 5-6 oz,Essex,Black,5-6,panel,,
HOR-PNL-ESX-NAT-56,Horween Essex Leather Panels,Natural - 1’ Panel (12”x12”) - 5-6 oz (2-2.4 mm),SQ9661328,Panel Essex Natural 5-6 oz,Essex,Natural,5-6,panel,,
HOR-PNL-DUB-ENG-56,Horween Dublin Leather Panels,English Tan - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ4882038,Panel Dublin English T 5-6 oz,Dublin,English Tan,5-6,panel,,
HOR-PNL-DUB-OLD-56,Horween Dublin Leather Panels,Olde English - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ7886805,Panel Dublin Olde Eng 5-6 oz,Dublin,Olde English,5-6,panel,,
HOR-PNL-DRB-ENG-34,Horween Derby Leather Panels,English Tan - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ4028719,Panel Derby English T 3.5-4 oz,Derby,English Tan,3-4,panel,,
ACC-CYP-BLK,Tulliani Belts • Carroll Ave,Black Cypress - 32,SQ0240185,Commission,Cypress,Black,,accessory,,
HOR-PNL-ESX-NAT-34,Horween Essex Leather Panels,Natural - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ0052253,Panel Essex Natural 3.5-4 oz,Essex,Natural,3-4,panel,,
HOR-PNL-CAV-CAR-34,Horween Cavalier Chromexcel® Leather Panels,Carolina Brown - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ7255746,MISCELLANOUS LEATHER,Cavalier Chromexcel,Carolina Brown,3-4,panel,Y,
HOR-STR-RUS-9+,Horween • Russet Horsehide Strips Stained Bundles,Regular - 9+ oz - Hard Rolled Strips,SQ2538618,Russet Strips HR 9 oz and up,Russet Horsehide,,9+,strips,,
HOR-MON-45,Horween • Montana,4-5 oz (1.6 – 2 mm) - Chocolate,SQ3324200,Bison Montana Black 5-6 oz,Montana,,4-5,full_hide,,
SPL-BOM-MAR-455,Splenda • BOM,Marlboro Red - 1.8-2.0 (4.5-5 oz),SQ2535469,MISCELLANOUS LEATHER,BOM,Marlboro Red,4.5-5,full_hide,Y,
HOR-PNL-DRB-OLD-34,Horween Derby Leather Panels,Olde English - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ6664408,Panel Derby Olde Eng 3.5-4 oz,Derby,Olde English,3-4,panel,,
HOR-PNL-CAV-LON-34,Horween Cavalier Chromexcel® Leather Panels,London Bus Red - 1’ Panel (12”x12”) - 3-4 oz (1.2-1.6 mm),SQ2785883,MISCELLANOUS LEATHER,Cavalier Chromexcel,London Bus Red,3-4,panel,Y,
WAL-ACC-ROC,"Conceria Walpier • Rocky, Belt Weight",Cuoio,SQ1651994,Commission,Rocky,,,accessory,,
ACC,30mm Color 8 Cordovan Belt,Size 34 - Silver - Increase Pant Size by 2 for Belt Size,SQ3037962,Commission,,,,accessory,,
SOF-BLK-335,Italian Softee,Black - 3-3.5 oz (1.2-1.4 mm),SQ4344465,,Softee,Black,3-3.5,merchandise,,
HOR-PNL-DUB-BLK-34,Horween Dublin Leather Panels,Black - 2’ Panel (12”x24”) - 3-4 oz (1.2-1.6 mm),SQ1294026,Panel Dublin Black 3.5-4 oz,Dublin,Black,3-4,panel,,
HOR-LAT-RIO-34,Horween • Latigo,3-4 oz (1.2-1.6 mm) - Rio,SQ2224164,Aniline Latigo Rio 3-3.5 oz,Latigo,Rio,3-4,full_hide,,
HOR-PNL-CHX-BLK-34,Horween Chromexcel® Leather Panels,"Black - 2' Panel (12""x24"") - 3-4 oz (1.2-1.6 mm)",SQ7769354,Panel Chrxl Black 3.5-4 oz,Chromexcel,Black,3-4,panel,,
HOR-PNL-CHX-NAT-34,Horween Chromexcel® Leather Panels,"Natural - 2' Panel (12""x24"") - 3-4 oz (1.2-1.6 mm)",SQ6050395,Panel Chrxl Natural 3.5-4 oz,Chromexcel,Natural,3-4,panel,,
TEM-ELB-455,Tempesti • Elbamatt Liscio,Fiesta - 1.8 - 2.0 (4.5-5 oz),SQ1438421,Elbamatt Liscio Ambra 4.5-5 oz,Elbamatt,,4.5-5,full_hide,,
VIR-MAR-TOP-45,Virgilio • Margot,Topo - 4-5 oz (1.6-2 mm),SQ9937159,Margot Fog Topo 4.5-5 oz,Margot,Topo,4-5,full_hide,,
HOR-STR-RUS-9+,Horween • Russet Horsehide Strips Stained Bundles,Regular - 9+ oz - Soft Rolled Strips,SQ4551754,Russet Strips SR 9 oz and up,Russet Horsehide,,9+,strips,,
VIR-VAC-GIR-45,Virgilio • Vachetta,Girasole - 4-5 oz (1.6-2 mm),SQ2466706,Vachetta Box Girasole 3.5-4 oz,Vachetta,Girasole,4-5,full_hide,,
HOR-CAV-INK-56,Horween • Cavalier Chromexcel®,5-6 oz (2-2.4 mm) - Ink,SQ8381781,*Ink Cavalier 5.5-6z,Cavalier Chromexcel,Ink,5-6,full_hide,,
HOR-CHX-BLK-56,Horween • Waxed Flesh Chromexcel®,5-6 oz - Black,SQ3813828,*Black Beaufort Chrxl 5.5-6z,Chromexcel,Black,5-6,full_hide,,
LES-ACC-AMA-BRN-225,"Les Rives • Amalfi Lux, Brush Off",2-2.5 oz (0.9-1.1 mm) - 218 (Brown),SQ4481166,MISCELLANOUS LEATHER,Amalfi,Brown,2-2.5,accessory,Y,
WAL-TUS-BUR-335,Conceria Walpier • Tuscany,Burgundy #5 - 3-3.5 oz (1.2-1.4 mm) - Double Shoulder (14-17 sf),SQ5087548,Tuscany #5 Burgundy 3-3.5 oz,Tuscany,Burgundy,3-3.5,full_hide,,
HOR-CAV-LON-89,Horween • Cavalier Chromexcel®,8-9 oz (3.2 –  3.6 mm) - London Bus Red,SQ1416532,Cavalier London Bus Red 8-9 oz,Cavalier Chromexcel,London Bus Red,8-9,full_hide,,
HOR-PNL-CHX-NAT-34,Horween Chromexcel® Leather Panels,"Natural - 1' Panel (12""x12"") - 3-4 oz (1.2-1.6 mm)",SQ8623584,Panel Chrxl Natural 3.5-4 oz,Chromexcel,Natural,3-4,panel,,
HOR-PNL-CHX-BLK-34,Horween Chromexcel® Leather Panels,"Black - 1' Panel (12""x12"") - 3-4 oz (1.2-1.6 mm)",SQ8982226,Panel Chrxl Black 3.5-4 oz,Chromexcel,Black,3-4,panel,,
HOR-PNL-CHX-GRN-56,Horween Chromexcel® Leather Panels,"Greener Pastures - 1' Panel (12""x12"") - 5-6 oz (2-2.4 mm)",SQ8743671,Panel Chrxl Greener P 5-6 oz,Chromexcel,Greener Pastures,5-6,panel,,
UNKNOWN,Leather Scrap Box,5 Boxes (25lbs),SQ7180956,Scrap Leather,,,,scrap,,
UNKNOWN,Tannery Row • Cotton T-Shirt,Graphite - L,SQ1469763,,,,,merchandise,,
HOR-PNL-DUB-LIG-56,Horween Dublin Leather Panels,Light Natural - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ5873237,Panel Dublin Lt Nat 5-6 oz,Dublin,Light Natural,5-6,panel,,
